,question,label
834,btw can you recommend any lable to watch for ? I m look for some good source of inspiration ,DIRECT
5586,just for background where be you get this data from ? it look like either user data or google map input ,DIRECT
6225,how many personality type be there ? ,DIRECT
5662,one other avenue you could explore if your work involve visual inspection look into computer vision tool and ai can you automate an inspection or measurement ? train a cnn to classify corrosion observation as pass fail ? ,DIRECT
4557,I currently have dbeaver for user with db stuff be there anything anyone would suggest that s either more commonly use or well than dbeaver ? I m not really familiar with these tool ,DIRECT
937,classification model with low variant data do that help ? ,DIRECT
5623,  if I have the same dir in two branch git and delete from one when I merge in it ll enforce the deletion unless I do it in a particular order right ? ,DIRECT
2585,wait to see the impact of it in real model we re in such a weird hype cycle I m be cagey about new paper what do you think ? ,DIRECT
4371,what s your background ? or major ? ,DIRECT
1498,hey I have a question my dataset have sample and 500 feature and the dataset have 4 class class 0 have about 740 sample class 1 have 585 sample class 2 have 489 sample class 3 have 236 sample I have to mislabel the data and the mislabeling be not completely random here be what I try py def create mislabeled data a y choosen 0 np random choice np arange 0 data shape 0 size int np floor a data shape 0 replace false y new y copy for I in choosen 0 if y i 0 y new I np random choice np arange size elif y i 1 y new I np random choice 3 size elif y i 2 y new I np random choice 3 size elif y i 3 y new I np random choice np arange size return y new be be wonder if there be any other way I could do it ? ,DIRECT
3886,what prompt the question ? ,DIRECT
1060,you guy know how to export sas data into a jupyter lab notebook ? ,DIRECT
5858,be there a business question with it or something ? ,DIRECT
3428,what research have you do ? ,DIRECT
5736,anyone in the marketing space have any thought on apple s new privacy policy for ios14 ? I don t know the intricacy but it sound like it will be much more difficult to match customer seem like a pretty big deal from what I ve read ,DIRECT
